image_name,class_name,class_id,level_1,level_2,level_3
98105f69-f2e7-37d1-bb81-a3915bcab988.jpg,FUNGI,21,microbe,FUNGI,
2acec3d0-b4c3-317b-9ab8-13034172dc29.jpg,ECC,1,negative,ECC,
711b0332-4144-3fa6-9ac0-67b680184c59.jpg,ECC,1,negative,ECC,
22fa9790-3892-314b-bedd-ba0d0eaa8dff.jpg,AGC,13,AGC,,
4849613e-1c48-3d4c-8e13-6608fac2b36f.jpg,ASC-US,8,ASC,ASC-US,
8103e0a3-419b-378c-897b-d8efc6514f29.jpg,ADC,16,AGC,ADC,
d85d7fa8-a573-395a-8cbb-38746a39963d.jpg,ECC,1,negative,ECC,
4219922e-b821-3f32-8814-f6a6f579c5b4.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
d885384c-c5c5-32b0-9c79-38bd71eab7de.jpg,EMC,6,negative,EMC,
c6caeed3-345c-3572-bee9-b1c0a0f82260.jpg,ASC-H,10,ASC,ASC-H,
bdb3a70d-1b0e-3b19-8648-994acceb055d.jpg,Normal,0,negative,Normal,
30af2326-ee29-3f94-86be-402d9eda7f82.jpg,Atrophy,5,negative,Atrophy,
491a4a33-115a-326e-a4e8-f93fa4e30bd6.jpg,HCG,7,negative,HCG,
e5d1125e-28ef-31a2-a3f8-5e6945116c3d.jpg,ASC-H,10,ASC,ASC-H,
621b15fc-3618-3c4c-bdbe-1acee8ed04b8.jpg,HSIL,11,ASC,HSIL,
421d113a-29ab-3436-8e28-66986fbdb9da.jpg,HSV,24,microbe,HSV,
a9cce03e-fb18-3bac-a10f-6730fea4f6e2.jpg,ADC,16,AGC,ADC,
a8aac34a-5852-3aa2-ba05-12f1328d4631.jpg,PG,4,negative,PG,
b44d12f4-207c-3ac0-82f5-8772b2b86942.jpg,Atrophy,5,negative,Atrophy,
52eed917-b719-3399-9151-fbfdba2b4c01.jpg,ASC-H,10,ASC,ASC-H,
02ea013f-90d5-3f0c-bc9b-98854242e099.jpg,CC,25,microbe,CC,
b590bfab-fa04-3e8b-81c7-af2cada8ad5d.jpg,FUNGI,21,microbe,FUNGI,
e417d0b3-32c2-3754-8c1b-5359605abaf9.jpg,HCG,7,negative,HCG,
c9154c09-5177-3bd3-a10b-1f93256d62d0.jpg,ACTINO,22,microbe,ACTINO,
e80fd10a-073c-30f9-a869-4841752f9a5f.jpg,HSIL,11,ASC,HSIL,
44ca629c-de94-3eaa-94b1-16561de6e42f.jpg,PG,4,negative,PG,
2c82c62a-815f-3d5e-b1b6-5740ba57d0b2.jpg,FUNGI,21,microbe,FUNGI,
1d9159c7-abe2-3c05-bfa3-ea4d261a72c5.jpg,ASC-US,8,ASC,ASC-US,
06f6e427-46ee-3cac-a4a3-3ff103d33ce2.jpg,HSIL,11,ASC,HSIL,
c63fd7aa-fbbd-3027-a554-77bcfd7cb0c3.jpg,ASC-US,8,ASC,ASC-US,
119c4300-e097-34e1-a7c1-b78fd06dbfc3.jpg,RPC,2,negative,RPC,
7a8f5129-08b2-3d8d-9f04-e524b588bc26.jpg,EMC,6,negative,EMC,
9688dc06-03d4-344b-b4b5-3233a78d493a.jpg,AGC-NOS,14,AGC,AGC-NOS,
dd6456a9-bda8-32d5-a067-59830007bfd7.jpg,TRI,23,microbe,TRI,
5043554f-bdf5-3f97-8d9b-030c02250942.jpg,MPC,3,negative,MPC,
54a084bd-bcae-342d-b6ea-8c9ccd95b781.jpg,ASC-H,10,ASC,ASC-H,
55c5c288-3c66-30b0-b9a8-ddc44a142363.jpg,Normal,0,negative,Normal,
bd1f0530-3596-31f2-a99e-ecadc356a236.jpg,HCG,7,negative,HCG,
2999d498-74c8-38dc-88c1-2d3ffce53c4e.jpg,CC,25,microbe,CC,
bcee05e1-c1d9-3ead-b7e3-8fcaacb1a6cb.jpg,RPC,2,negative,RPC,
696862fc-6a31-3abc-9ceb-a994d57ec152.jpg,FUNGI,21,microbe,FUNGI,
0bd3064f-0b36-3272-9e03-7e3934389b59.jpg,FUNGI,21,microbe,FUNGI,
9decce10-eb25-3e2c-ba69-fe66112c648f.jpg,AGC,13,AGC,,
a8d62cfc-1b5c-3d0f-a582-4ffe39319405.jpg,RPC,2,negative,RPC,
274d660f-e17f-3a2f-9792-d602a3c95f22.jpg,ASC-H,10,ASC,ASC-H,
18155547-ac96-3dec-bfe3-0ec29c12c458.jpg,EMC,6,negative,EMC,
1b0b84e9-d6e0-307b-af24-49f349ffb2c1.jpg,EMC,6,negative,EMC,
a62903b1-eeb1-3309-bcbb-299a3ed35ddf.jpg,AGC,13,AGC,,
2909ebc9-18ca-3cf2-b36e-e84f2c6d46cd.jpg,ADC,16,AGC,ADC,
13136972-e7e3-3f46-9c0e-4f9848a22c47.jpg,Atrophy,5,negative,Atrophy,
713fba44-af03-3e31-99ec-66edc01a58bc.jpg,Normal,0,negative,Normal,
ce2066a0-29aa-332a-93c2-d2174ff4c602.jpg,ECC,1,negative,ECC,
24efeeda-5f27-30ca-996e-0cbe6aa19e00.jpg,ASC-US,8,ASC,ASC-US,
b38b7061-e70e-3934-bbf3-79ddc6b3150a.jpg,AGC-FN,15,AGC,AGC-FN,
2d83abb6-7a75-3d4c-a7f7-eec64e948013.jpg,AGC,13,AGC,,
9bc36803-0321-37da-ba0d-c60b4e330031.jpg,FUNGI,21,microbe,FUNGI,
1d5eb206-f762-31a7-9925-f755b55fc483.jpg,AGC-NOS,14,AGC,AGC-NOS,
eab94f3a-e0ca-33db-b687-6fc2ffc376d2.jpg,Normal,0,negative,Normal,
bc98c27a-7ecd-3a0e-8239-de3f9780d069.jpg,LSIL,9,ASC,LSIL,
9ed24793-2c9e-3b15-aa9a-85364de3c094.jpg,ASC-US,8,ASC,ASC-US,
41ce9bb1-f867-357c-8020-4465cc7ceda9.jpg,ASC-US,8,ASC,ASC-US,
f3539639-fe35-31ba-9881-eb122fe52ea5.jpg,ECC,1,negative,ECC,
7f53875f-6ab3-3efa-8660-ea2f3282e2ec.jpg,CC,25,microbe,CC,
45478aff-bad2-333d-868e-ae2f107f5f14.jpg,HCG,7,negative,HCG,
971a1a26-6308-30fb-bbda-6a43426fe64d.jpg,ACTINO,22,microbe,ACTINO,
f91d5772-1ad8-3907-ba00-d8882dbaad7b.jpg,AGC,13,AGC,,
528070f7-a0d9-34e6-83b9-9806b43dbd25.jpg,EMC,6,negative,EMC,
c95cef07-3062-3c27-84c0-cde801a910b7.jpg,RPC,2,negative,RPC,
92702900-6fe1-3e7c-b342-c644691289d7.jpg,SCC,12,ASC,SCC,
a2dc0f8d-635a-3da6-83fe-c4ec16c88766.jpg,AGC-FN,15,AGC,AGC-FN,
57ec0846-bf62-32d3-9ee4-2bfd56d49f98.jpg,ECC,1,negative,ECC,
94aeb6d6-5bb1-39e1-8de4-5776b6b053d4.jpg,Atrophy,5,negative,Atrophy,
f7f6502d-24ec-3022-b866-d065b8ab063e.jpg,ECC,1,negative,ECC,
3fa565bc-5cba-3adb-b1fc-a1f93da27055.jpg,PG,4,negative,PG,
31890d44-c12e-307f-adbd-0ad2dc80bb9d.jpg,ASC-US,8,ASC,ASC-US,
7dfa2cb8-3a11-3885-8abb-98b4496c9dc8.jpg,AGC,13,AGC,,
9c7bdd26-54b1-3e74-b38d-b7e16a385032.jpg,AGC,13,AGC,,
f7f48366-d110-3cfc-bce5-5148a0f32231.jpg,MPC,3,negative,MPC,
82d56e72-791f-3c52-81df-408c7337a3bc.jpg,Normal,0,negative,Normal,
9bff15e1-f61d-3f95-a0a3-adee10a26518.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
f28f7e9a-c24a-3b94-9dec-081e9770b942.jpg,SCC,12,ASC,SCC,
a2edfe97-9a27-324a-881c-111b10819340.jpg,AGC,13,AGC,,
48fd6d1c-c4a5-3d7d-bd59-a99d8231f87b.jpg,PG,4,negative,PG,
dd8158d5-2043-3c55-9e5c-ab28a0d11a5b.jpg,AGC,13,AGC,,
e7f62f9b-a848-34f8-898e-f87b9bd94afe.jpg,LSIL,9,ASC,LSIL,
33cf2a0b-7c99-35cb-8f88-9b9e21e0f2b4.jpg,PG,4,negative,PG,
37c23aea-5597-3099-b439-09574e59934a.jpg,LSIL,9,ASC,LSIL,
db2dea5f-9242-3c4b-b673-0e0506252a80.jpg,ECC,1,negative,ECC,
69f60069-413a-3872-8323-be11849f869f.jpg,Normal,0,negative,Normal,
4b1c22dc-b2d0-36a5-a184-1bd415d49762.jpg,HSIL,11,ASC,HSIL,
b5799c73-0f47-322d-96bc-28a8d0c9446b.jpg,PG,4,negative,PG,
da8ad675-4b33-38a7-bc0e-da52e659e800.jpg,AGC,13,AGC,,
b385e62d-610a-3b12-872f-138d4269f4a5.jpg,ASC-US,8,ASC,ASC-US,
8ae195d6-9ae3-31b3-bca8-1b8546f4131f.jpg,HSV,24,microbe,HSV,
93bc79fe-a3f2-3a75-b158-72865ceafc37.jpg,LSIL,9,ASC,LSIL,
a440f3d4-3b02-3bf5-bd89-b6fe1950777d.jpg,MPC,3,negative,MPC,
7851d66b-67c8-3d85-9170-4b8c9ae2aeee.jpg,ACTINO,22,microbe,ACTINO,
b4540db2-1a8c-3917-a05a-72ea0dbfc808.jpg,ADC,16,AGC,ADC,
cffae0d7-d9d3-3d54-a024-49315d4afcd5.jpg,TRI,23,microbe,TRI,
b1f061af-0151-3d52-83f5-b78e7af962b8.jpg,Normal,0,negative,Normal,
c0eb217e-7a02-37a4-94b5-85ea9fea9e80.jpg,ACTINO,22,microbe,ACTINO,
2377b5dc-8dc4-38c3-aef0-2b78bfd075db.jpg,Atrophy,5,negative,Atrophy,
5c00c7c1-7c13-3557-8203-41f140e43827.jpg,ECC,1,negative,ECC,
77c17a66-2729-33bf-a560-2b1be6718182.jpg,RPC,2,negative,RPC,
9cfa08c6-aa7f-3dee-975e-aec819356baf.jpg,EMC,6,negative,EMC,
e268800c-4917-3ba0-9d84-bbae9d78b326.jpg,LSIL,9,ASC,LSIL,
966fcc52-404f-3261-a1fa-6cf8a2da5097.jpg,ECC,1,negative,ECC,
9c817d31-246f-3f19-90e0-21e2eb9a2d53.jpg,SCC,12,ASC,SCC,
85ac6ec8-c871-3fe7-b743-1df06fbd1f5b.jpg,SCC,12,ASC,SCC,
2a20c38d-04cf-3036-a6b6-204ded210141.jpg,MPC,3,negative,MPC,
1172f7cf-3d6b-3d44-b688-cc3d4fc404f6.jpg,TRI,23,microbe,TRI,
86eb23a9-e89e-36ce-8f50-9ddc70c29352.jpg,HSV,24,microbe,HSV,
efd9d5e6-fac9-39aa-b70b-8cc0fcd121fb.jpg,RPC,2,negative,RPC,
c790f1f8-0f4e-38ef-b45a-33497cede790.jpg,AGC-NOS,14,AGC,AGC-NOS,
6ee2cacd-0e1a-3ca3-9aaf-ed6531e8c6a9.jpg,SCC,12,ASC,SCC,
790629b2-bc1d-39eb-8b92-7d66c5c7e435.jpg,ASC-US,8,ASC,ASC-US,
93d7a0fc-8254-3dc7-90e1-0e28bff02a2b.jpg,AGC,13,AGC,,
7a30e802-bf0e-3745-9de1-304e66d0257c.jpg,FUNGI,21,microbe,FUNGI,
9ff35fca-6d23-3c90-ad63-6ba9c3bdc43a.jpg,Normal,0,negative,Normal,
5703f773-0122-3c86-8ea7-04665a2163ce.jpg,RPC,2,negative,RPC,
d9647fdb-7bcd-3e6c-a021-05f85dd8f73e.jpg,TRI,23,microbe,TRI,
5733a33e-a59c-3e7f-a872-d892a323af2e.jpg,ASC-US,8,ASC,ASC-US,
eb260784-c5f9-3174-a3bf-8b03f5bac16d.jpg,ADC-ECC,19,AGC,ADC,ADC-ECC
33364df6-b204-3d66-afc8-4c939d3b9b6d.jpg,ASC-H,10,ASC,ASC-H,
b08b5736-0153-3543-bee1-f8c2f51f275d.jpg,ASC-H,10,ASC,ASC-H,
33680799-297a-37e2-8ca6-993a703a6593.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
aedc2e9d-7a48-3ac0-b0d9-a94370626bf3.jpg,Normal,0,negative,Normal,
9500d26c-6961-3edb-97e1-b461197fba85.jpg,AGC-NOS,14,AGC,AGC-NOS,
e07a2613-fa23-3ca6-9a04-1e21e1e568ba.jpg,ECC,1,negative,ECC,
2edc0642-bed4-36f9-a227-04b8cf63de05.jpg,Atrophy,5,negative,Atrophy,
c75cffca-b275-37d0-b81f-419509a58a2a.jpg,RPC,2,negative,RPC,
5a19d66e-df4d-3664-8f4c-82c757574272.jpg,RPC,2,negative,RPC,
cf95c514-eebb-3116-810b-d7c28b0eb949.jpg,SCC,12,ASC,SCC,
106a05b3-db8c-3f9b-9a12-6682726c0897.jpg,ASC-US,8,ASC,ASC-US,
95819a83-8c37-3ea3-bb61-55222a734406.jpg,HCG,7,negative,HCG,
cd8cfdce-fc05-3f3a-adb5-ef1b50b25e33.jpg,ADC,16,AGC,ADC,
d0e60a58-582d-37ba-86bc-fbb5a6a78eb8.jpg,HCG,7,negative,HCG,
74f62dff-5dec-3eb7-b9a4-b3235d3cfd8c.jpg,HSIL,11,ASC,HSIL,
e9f25354-b888-3588-829e-195277fa7485.jpg,EMC,6,negative,EMC,
0062b48a-f1d3-34f4-8995-884bd912e1cd.jpg,RPC,2,negative,RPC,
3031da46-ed68-3330-ae57-1d50627d6796.jpg,RPC,2,negative,RPC,
79217c77-e9d5-302e-88f3-4fb2679a26f8.jpg,AGC-NOS,14,AGC,AGC-NOS,
62def6af-098c-31a7-bf6e-0650705b098b.jpg,LSIL,9,ASC,LSIL,
f31af24d-83bc-3850-bb56-d0dbffec4e0e.jpg,HSV,24,microbe,HSV,
a7a17951-e493-3ec8-be71-ca1ff4f44380.jpg,TRI,23,microbe,TRI,
f5379732-794c-39a0-9dbc-ba7fb0387ce1.jpg,Normal,0,negative,Normal,
ef7623bb-c839-3621-8901-12ba6eee7d01.jpg,AGC,13,AGC,,
1d404c4d-98bf-319f-a34b-3adbb715aac7.jpg,MPC,3,negative,MPC,
48b94745-b211-37a3-801d-4acb62bba029.jpg,ACTINO,22,microbe,ACTINO,
a836909a-d04c-3781-80e4-839d3cbe0ff1.jpg,RPC,2,negative,RPC,
9738167b-7c10-3aec-b5bb-4ab4847a99b6.jpg,Atrophy,5,negative,Atrophy,
6f780813-47c2-3c01-a357-919d2c04b700.jpg,AGC-EMC-NOS,18,AGC,AGC-NOS,AGC-EMC-NOS
2b02b584-7483-3230-bd9a-eb69cfde98b6.jpg,EMC,6,negative,EMC,
61dd14a9-03b8-3b8f-9667-d150e1eaff2f.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
acb36d57-90b1-3a45-93e6-dcd7e56c4f9f.jpg,MPC,3,negative,MPC,
b1a75305-b5d8-3368-8204-97eae93783d6.jpg,TRI,23,microbe,TRI,
3f73ab4b-6b60-3b7b-bcad-98df671b7ebd.jpg,HSIL,11,ASC,HSIL,
7db0498b-6a18-351c-ba28-fef269d4b75a.jpg,HCG,7,negative,HCG,
b0d88cb4-aec5-33b5-923f-e419e9aa8e6a.jpg,ASC-H,10,ASC,ASC-H,
c7bf0618-b46e-3d14-a754-6ed99ab0eb15.jpg,LSIL,9,ASC,LSIL,
979d1336-e6a2-360d-a759-fe9917fca6cc.jpg,AGC-NOS,14,AGC,AGC-NOS,
1269e70d-9d10-360c-84aa-e224c4e6fb4e.jpg,ECC,1,negative,ECC,
30e8bcfb-1eef-3703-9592-e976b9209ef9.jpg,LSIL,9,ASC,LSIL,
63521bf9-c2bc-3a7f-9627-913c5be756b5.jpg,CC,25,microbe,CC,
4930bf30-0b26-3234-b123-05be643bca83.jpg,TRI,23,microbe,TRI,
fecfc854-33a9-3aa1-9fcf-28042e079665.jpg,AGC,13,AGC,,
0d0312a2-8b31-35b8-8684-f54670aaedb2.jpg,LSIL,9,ASC,LSIL,
d999aef4-3c92-395c-86a1-dd17d466e679.jpg,TRI,23,microbe,TRI,
0ea6c6f7-738c-3d7f-8aa8-2dd2f18e477e.jpg,AGC,13,AGC,,
f8658054-b3f2-3226-9d28-c92c2141f45d.jpg,ECC,1,negative,ECC,
bcf03944-9930-30d2-a6a6-77a17bf60583.jpg,ACTINO,22,microbe,ACTINO,
efb91f7f-b059-32f1-b314-f7e61f48374d.jpg,ASC-US,8,ASC,ASC-US,
dfc6ac53-e723-3279-b8be-198dcab0e393.jpg,EMC,6,negative,EMC,
a0d7469e-f2b3-3465-8c5f-7755dcbfb2d1.jpg,AGC,13,AGC,,
cf91277c-75b0-3627-88e0-842861d67022.jpg,Normal,0,negative,Normal,
57371015-bf0d-36f7-a875-4c154dbe46a5.jpg,ASC-US,8,ASC,ASC-US,
3babdaf5-8294-3037-8f20-34bc808a4825.jpg,RPC,2,negative,RPC,
467bab2e-66f1-3882-97e4-a33453772d8f.jpg,LSIL,9,ASC,LSIL,
4c0823f1-3022-39fd-bfd0-eb5967a65541.jpg,Atrophy,5,negative,Atrophy,
338bf054-a754-32d5-9a68-5cba7c7338b3.jpg,RPC,2,negative,RPC,
e75d1554-27e2-3722-976e-965a03481392.jpg,HSV,24,microbe,HSV,
70da21af-d60a-32e8-ba4e-0ad7719632af.jpg,Normal,0,negative,Normal,
884ce4be-5b7e-3798-8f3b-978f1ec9c47f.jpg,Atrophy,5,negative,Atrophy,
d786ad75-9936-31bd-9c7a-ef6ca236288c.jpg,PG,4,negative,PG,
3b76a994-f6cf-3f80-ac67-f69363ebb039.jpg,AGC,13,AGC,,
04265c9a-0b77-3b51-819a-9259b439a53a.jpg,Normal,0,negative,Normal,
e52dd459-9d99-3e08-a443-96c6ee2a52a6.jpg,ECC,1,negative,ECC,
893849af-d984-3c4d-b3c0-67202eec79c4.jpg,Normal,0,negative,Normal,
aba88c16-f553-31dd-a13f-d3d3496db2f1.jpg,AGC-NOS,14,AGC,AGC-NOS,
f3bc67c8-0377-321e-a44a-cad07bd50694.jpg,ASC-H,10,ASC,ASC-H,
cb37caf1-0926-3ff2-884f-a889db6a6ee4.jpg,LSIL,9,ASC,LSIL,
df1c184c-31be-34c7-81ea-99f38f76eae9.jpg,Atrophy,5,negative,Atrophy,
f144d77e-99d2-3950-816d-12ff77ef1bdf.jpg,AGC,13,AGC,,
d0cb9a02-fa03-3dd2-852c-7e40ca3a6d2c.jpg,HSIL,11,ASC,HSIL,
cae7fa6c-251c-3114-8b6f-58e1acdfc542.jpg,AGC-FN,15,AGC,AGC-FN,
4144cd73-1a57-3847-8f33-5a819ee3e1e5.jpg,ASC-H,10,ASC,ASC-H,
5d6d075e-96d6-3b96-ab1c-c1ec15877014.jpg,ECC,1,negative,ECC,
38163e90-854e-3710-99da-7d36b667120a.jpg,ASC-H,10,ASC,ASC-H,
2e51b17a-b40d-382c-af62-e8144e5b218f.jpg,ECC,1,negative,ECC,
22f7dc1d-6cf2-37f4-99d2-ddad9fc6027e.jpg,TRI,23,microbe,TRI,
373bbfa2-79f8-3f5c-8c5a-bc83a4a0dd43.jpg,RPC,2,negative,RPC,
4d993bb6-9198-317c-a4ed-9f047330d60d.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
eec4e568-70d3-31d5-b178-4d4695ee949e.jpg,ECC,1,negative,ECC,
8c258500-c2a6-3f13-af73-d8b770e07fcf.jpg,TRI,23,microbe,TRI,
470dbdb1-62d8-32ed-9906-a930da79b601.jpg,HSIL,11,ASC,HSIL,
8e39d75a-fb3b-3496-bcc1-929c7a3a8137.jpg,Normal,0,negative,Normal,
d71c4d2f-68b2-39a2-8225-243fcc559dc3.jpg,ACTINO,22,microbe,ACTINO,
1ccca04b-e3ec-32c0-a9e1-36df5ac2e1b5.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
75eaa207-702b-39e7-ac1a-a372b35d0198.jpg,AGC,13,AGC,,
7e4fd266-c582-3d3c-a373-9ee4b3ba6f65.jpg,HSV,24,microbe,HSV,
7388c685-949d-3117-be9e-18d2d4e2e72d.jpg,EMC,6,negative,EMC,
730ea012-238c-3e50-a131-66afe0260382.jpg,TRI,23,microbe,TRI,
8436602d-2429-3477-8169-af06443d64cf.jpg,Normal,0,negative,Normal,
c4d774bf-5f87-3860-b17c-e139f2792e63.jpg,HSV,24,microbe,HSV,
ee28a4a9-8aa9-3451-85b5-dbb6db4ee66d.jpg,Normal,0,negative,Normal,
9d3b3e48-f023-38ed-bd7a-352ec3fbf54b.jpg,AGC-FN,15,AGC,AGC-FN,
6a52a1d0-a033-3788-96e8-ff5b9e07f805.jpg,PG,4,negative,PG,
593e9029-8207-3458-9840-077783541973.jpg,HSIL,11,ASC,HSIL,
beca133e-16a6-3c2d-8aae-47a426cb037e.jpg,EMC,6,negative,EMC,
84503c08-644c-3b30-8503-924d3f520f5a.jpg,MPC,3,negative,MPC,
7c581089-fdc5-3fbd-8a3d-e79b0d067d46.jpg,SCC,12,ASC,SCC,
13a82166-a75a-3c89-af35-a0884ec97e93.jpg,AGC-FN,15,AGC,AGC-FN,
0e8b554a-cd2e-3c78-9122-d08cce4ffc35.jpg,Normal,0,negative,Normal,
8df43dc1-09bf-3326-b28d-0049b7fb4cc3.jpg,Normal,0,negative,Normal,
e2747c87-324e-3af4-8be7-9f33920748a0.jpg,ECC,1,negative,ECC,
78c40f5f-edbe-3cba-9186-677f9016efdc.jpg,ASC-US,8,ASC,ASC-US,
60903dd4-30a4-3420-bb2d-869d9214f8a7.jpg,AGC-NOS,14,AGC,AGC-NOS,
f2c8efad-dc9b-35ed-8284-40eaa1568b2d.jpg,HCG,7,negative,HCG,
58d2f2b9-0310-3d40-b7a3-ec19af0d38b5.jpg,ASC-H,10,ASC,ASC-H,
c76c732b-4e33-3f1d-b7f5-48a756b892dd.jpg,EMC,6,negative,EMC,
7370b9da-e8bb-3c2d-8e03-e975196297ae.jpg,RPC,2,negative,RPC,
1cc0402d-ff7b-317d-ba00-450f597b309b.jpg,RPC,2,negative,RPC,
0c80ffa5-014f-3794-a7cd-ba84f4cd79da.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
d7c8c871-b6b4-3b63-a9b4-89738fd22b31.jpg,SCC,12,ASC,SCC,
0d89bdd7-d648-3fce-931c-e1872f7c367f.jpg,TRI,23,microbe,TRI,
e8d3f5ae-5795-32a6-bfd4-52986ee3482e.jpg,ASC-US,8,ASC,ASC-US,
32548393-3b15-3cd4-8b54-3a21f2c48610.jpg,AGC,13,AGC,,
a29f9f35-fdd3-3a9c-9d45-c2a7c746c3cf.jpg,AGC-NOS,14,AGC,AGC-NOS,
f5e14797-8e8b-39bd-ac84-7e22e1a3bb67.jpg,FUNGI,21,microbe,FUNGI,
d6762111-560d-309c-a1ef-b00964a24d83.jpg,TRI,23,microbe,TRI,
33d23c40-0e01-3e80-9c9f-60533c4b2172.jpg,CC,25,microbe,CC,
ab344388-487c-3eb1-aa0f-7b0e56349086.jpg,AGC,13,AGC,,
3e7f54cb-49aa-380f-85a6-612687cfcb41.jpg,AGC-NOS,14,AGC,AGC-NOS,
3f3a52e6-ea83-3a1f-a1bc-198e9324c373.jpg,RPC,2,negative,RPC,
61f67c35-6422-391e-92f5-7a9813cd6d38.jpg,ACTINO,22,microbe,ACTINO,
114d0d38-9ac1-3de2-95ef-201d0004876b.jpg,AGC,13,AGC,,
31f43cd9-6f40-3308-b7cc-92443cf3cf54.jpg,HCG,7,negative,HCG,
46dbd308-eec3-3023-91d7-06767a8f9013.jpg,Normal,0,negative,Normal,
7deff4d7-eeb9-3dbe-b401-20c34c7dfed8.jpg,RPC,2,negative,RPC,
f4aa4d76-0736-357c-b282-f97fce7baf7b.jpg,PG,4,negative,PG,
0d4efc38-5e9e-3e11-aa3f-bcb557da6056.jpg,ASC-US,8,ASC,ASC-US,
2b8d3c7d-f223-3bab-b02d-cdf10a6a436f.jpg,HSIL,11,ASC,HSIL,
91f567af-7640-36ad-8104-7c304bb2f06a.jpg,Normal,0,negative,Normal,
31f15d95-e676-3e07-a74b-0081d8c44803.jpg,AGC-NOS,14,AGC,AGC-NOS,
d981918b-d998-3bc6-ba96-833d648957d3.jpg,Normal,0,negative,Normal,
1288ef48-34ec-3b92-b343-71320c956f33.jpg,AGC-ECC-NOS,17,AGC,AGC-NOS,AGC-ECC-NOS
af8c889c-cbd0-30ea-b8f0-c018c21c960a.jpg,RPC,2,negative,RPC,
9b22c197-6fa9-3dd4-9000-57964a752acf.jpg,Atrophy,5,negative,Atrophy,
a1a2232c-61f9-36eb-bef4-6a42565cfe45.jpg,RPC,2,negative,RPC,
ae833378-bd3d-3cfe-8fa4-1d8cb3482c95.jpg,Normal,0,negative,Normal,
b37d2b24-3e82-3b12-a166-a940316a7221.jpg,AGC-NOS,14,AGC,AGC-NOS,
3132d01e-745c-3edd-aec1-7044cd826bd5.jpg,FUNGI,21,microbe,FUNGI,
c5a4b456-b672-3447-8dc5-0f926dac090a.jpg,AGC,13,AGC,,
be4f55e9-9b62-3fe5-87a2-8743214d685e.jpg,SCC,12,ASC,SCC,
28abe239-1771-3965-8579-63e827283c41.jpg,TRI,23,microbe,TRI,
1526bc2d-7dec-325d-b0a8-b70f1ad20008.jpg,FUNGI,21,microbe,FUNGI,
